,time(s),temperature(C),ChargingVoltage(mV),DischargingVoltage(mV),pumpFlowRate(mL)
869,869,24,0.1213219055840229,0.06519504503475304,121
870,870,37,0.46578535179046704,1.670956100050682,142
871,871,37,0.7745256485180443,0.518343119932478,75
872,872,58,0.12355450885430937,1.6069897394382064,136
873,873,56,0.03796799780025199,0.20801088819885158,75
874,874,31,0.7399482556157156,0.30115077586614464,102
875,875,22,2.284371639792438,0.16782711633452646,107
876,876,64,2.3757867878056476,1.473485538825387,126
877,877,53,0.03543489845282583,0.48695067742237164,81
878,878,60,0.34522329793299383,0.5172273484887545,110
879,879,43,0.16229786926621753,2.809084765304556,139
880,880,58,2.646999819060231,0.1287864551935729,133
881,881,45,1.292335068464811,1.1922660334444481,101
882,882,57,0.5823872666649196,0.8851556258634309,139
883,883,23,1.9185297147517928,0.9456773276369763,144
884,884,27,6.610740314972641,1.7247280374155314,101
885,885,63,0.2232423988287432,1.7949878231800118,80
886,886,49,2.368164717066581,0.13214765953944646,119
887,887,62,0.6314141739225895,0.023864271917957567,84
888,888,49,0.7308079147231819,0.5705232147375492,97
889,889,27,0.2872503111932023,2.035956032718258,127
890,890,45,1.202476444865202,0.11287913252934645,98
891,891,22,0.33718395383515803,0.038877875922503746,108
892,892,56,2.5315479313616125,2.0422272128660053,84
893,893,47,0.8750644228459461,1.871873737771381,142
894,894,34,1.2194865758626139,0.18352223356521644,133
895,895,50,0.1344435999908163,0.20929525707228563,110
896,896,45,1.0147675799671683,0.8833865243816145,104
897,897,44,1.9789740167852299,0.5053787011929433,98
898,898,63,2.045523132692175,0.7762958169570362,148
899,899,58,0.46992134427534454,3.3032603805791148,142
900,900,43,0.7683235489974388,0.7082010646050587,92
901,901,57,0.19236912678042545,2.617709742900507,110
902,902,34,1.469820635027825,1.7236438713794382,106
903,903,42,1.211834199290796,0.40068361514224016,120
904,904,22,0.3543125647354191,0.526572623407758,126
905,905,41,0.17307638924535687,0.40822439748504996,127
906,906,35,0.34873451069976324,0.05183907082687963,98
907,907,60,1.1941683611576335,0.6953098506246196,93
908,908,40,0.2822392870589961,0.3111874433632492,128
909,909,52,2.4747415892505704,0.5670877885191917,126
910,910,50,0.9538090089927943,0.17406956263521345,122
911,911,62,0.48492398452978386,0.6817307205117675,94
912,912,53,0.7351359188307892,0.6237160724153397,92
913,913,47,0.22269559052220167,0.3429665626593081,95
914,914,29,2.1922562516241815,1.4095498682727297,120
915,915,45,0.7431874396851855,0.07536360365448187,101
916,916,39,0.9660954761230738,4.282967028122662,119
917,917,63,0.07929396651931113,0.11002105577146924,142
918,918,25,1.9157756845298155,2.778824070342076,130
919,919,58,1.0142003514952331,0.6828797102605153,84
920,920,42,0.4743073799273703,3.5779772886833845,109
921,921,34,0.6770101197344573,2.8358575825019083,149
922,922,35,0.33148823519555237,1.9800036011577302,131
923,923,24,2.30757270092773,1.3415012032337,110
924,924,42,2.5170611419368023,2.6588600254131434,82
925,925,37,0.25522181755005663,0.26792797865556023,141
926,926,49,1.8583552340419627,0.20026910785696425,112
927,927,25,0.8189101817058195,5.583008476554867,142
928,928,47,0.19111601913818513,1.2484467520809925,100
929,929,20,0.10230475750413749,0.07896028536647076,120
930,930,37,0.007091579862932291,1.1565063099140318,81
931,931,29,0.885551401061427,0.025434803611577815,82
932,932,59,3.4512609061792037,0.21970378530174883,86
933,933,61,1.0678435534018702,0.3982909561852786,144
934,934,38,0.937268011652566,2.088600714996083,84
935,935,47,0.7414739691086972,0.05465450794007331,83
936,936,47,4.366895130446312,0.015229693974260742,119
937,937,47,2.093357348846151,0.32907693064503546,120
938,938,25,0.15790078946577465,0.07867615491016215,88
939,939,43,0.35695149411987226,1.2341372584247219,106
940,940,29,0.7692556382425297,1.0450310370110336,118
941,941,39,0.2654399732752,0.6535124721321843,127
942,942,50,0.2468030312758781,0.6703127290622691,82
943,943,25,0.13450731422002302,2.0023240321672082,83
944,944,39,0.9320925547909764,1.0917825808601824,113
945,945,32,1.8634680013622174,1.3006054591304863,76
946,946,60,0.8988923872392143,0.2783285355354952,90
947,947,43,0.8563030700380782,0.9243730252520456,128
948,948,20,0.49715958430651636,2.043535754009805,149
949,949,21,0.22265182791256538,0.532239089651787,79
950,950,59,0.24976350805717476,4.306960489635668,137
951,951,23,0.373116826423395,2.020150857309403,111
952,952,24,1.6037508494979889,0.06358155628314968,147
953,953,56,0.3732526799148368,0.24009911587165736,148
954,954,63,0.9300565962168132,0.30433474371076585,82
955,955,49,0.1905301872176169,0.5574671935545299,103
956,956,52,1.9435454747506264,0.24261095512263461,100
957,957,63,0.8209129106921139,0.1458787305495109,143
958,958,25,1.2600525528297166,1.4634464137373826,114
959,959,36,0.3562015300542756,0.8872789027905899,90
960,960,62,2.0357695469073973,1.520582607017797,145
961,961,54,0.5906382238841301,1.6998438392935522,79
962,962,40,0.17709680132045022,0.11816335554496449,126
963,963,29,0.7334632086957705,0.13487723891538106,108
964,964,39,0.3522056814065175,0.5947309803942492,82
965,965,34,0.663296064839077,0.12993060267912787,133
966,966,21,2.5602784979770763,2.8709476634974975,134
967,967,52,2.856087842186093,0.4973780090283733,95
968,968,29,1.2097514181762907,0.7860509906732234,98
969,969,24,0.2797421633999149,0.4292470504070072,133
970,970,60,0.07452936210572758,2.533032565485363,111
971,971,60,0.4087585556946719,0.9793214164332762,149
972,972,55,2.116043378850586,0.11075387266447063,131
973,973,24,0.5364576328958279,0.3630070185106236,110
974,974,39,1.53188069696034,1.333488698023507,86
975,975,39,0.7198305667197772,0.5610145353078263,118
976,976,59,0.8333700056214591,0.5554634770086615,130
977,977,21,0.3462904249736224,0.848657080175898,116
978,978,51,0.2639548523646849,0.29101953440058026,83
979,979,42,0.32599391949538614,0.12911186970347838,99
980,980,20,1.7801631251955081,0.4171202201278562,90
981,981,41,4.3071612480827275,0.08776886940450274,116
982,982,40,0.5979190171134348,1.2743783949917447,137
983,983,64,1.3653987024116032,0.14554276202158756,81
984,984,32,0.712297142071614,0.4343754211085407,102
985,985,31,1.369682875941978,0.4736434337029127,128
986,986,23,0.9497177967484014,0.47313598980334987,103
987,987,61,0.8338489249787433,3.265030625073758,122
988,988,39,0.4615643050290179,2.6960112505776612,140
989,989,41,1.1719385853182027,0.7714484030120732,129
990,990,39,0.45553828794063106,0.5046720663439556,119
991,991,22,0.1935112268034294,0.7401641741007382,84
992,992,59,1.2644076752817592,2.528050597153674,119
993,993,31,1.7478892632730567,0.059420488655676396,83
994,994,52,0.5693101879495389,0.08878717167201457,132
995,995,58,2.224243869574995,0.5056220440303313,77
996,996,36,1.7361412123930917,0.2887896645186559,114
997,997,35,2.0315260423207406,0.41431375223904954,140
998,998,31,0.18003771852043665,1.8257146700920603,88
999,999,63,0.9026759150045265,0.6072590798097577,103
1000,1000,60,0.045633226737394776,0.07604963223741731,80
1001,1001,58,1.3043083202348356,0.638639443131879,112
1002,1002,60,0.10695384870621294,0.7826598175591435,139
1003,1003,44,1.0095787739374067,0.10517739332537107,98
1004,1004,59,0.7023024205255605,0.3537623716598943,145
1005,1005,53,1.1136374517599823,3.8613820171843227,131
1006,1006,46,1.8272718149062601,3.4916850021018253,135
1007,1007,60,2.270868618256114,0.17161622880358338,109
1008,1008,50,0.32313482084531064,0.4682833302483681,98
1009,1009,24,0.2829499575916087,0.013551487553463824,86
1010,1010,38,0.9653706146283656,0.3317540043597496,99
1011,1011,58,1.528863302591974,0.8405627398448831,93
1012,1012,49,1.3183229101008334,0.44874178856599506,104
1013,1013,62,0.8664529005446555,2.0221904947889207,75
1014,1014,60,0.19250155272560537,0.021649235910854478,82
1015,1015,58,0.24884061396793705,1.148012818605398,122
1016,1016,45,0.28197220837518466,1.6174638676038113,92
1017,1017,23,0.14654811320387387,0.35461816277878627,122
1018,1018,45,0.23904341730628642,0.3887106261987953,77
1019,1019,24,0.029391485365048823,1.261196911560411,110
1020,1020,26,0.09076319351538462,1.1078883221564433,143
1021,1021,22,0.12816335042915833,0.12376223245739532,123
1022,1022,59,1.0618833268661556,0.5231135768302352,110
1023,1023,40,0.4090566416908827,1.0971985724204567,85
1024,1024,43,1.6157769993166455,0.37107657405162897,99
1025,1025,57,0.2832837943621771,2.7540626233924566,108
1026,1026,46,0.22785707157772528,1.0442351137722434,112
1027,1027,40,1.0311774077120888,0.32807490558395586,117
1028,1028,57,0.28836052289184116,0.4750664396342294,104
1029,1029,56,1.472861848183601,0.8976326038072661,99
1030,1030,47,0.5786354307046147,0.5200948715228728,132
1031,1031,62,0.7197959577417942,0.660971423601455,144
1032,1032,38,1.6276853403747922,0.0706255815802917,79
1033,1033,61,3.085498741932332,4.118181550558116,130
1034,1034,47,0.5244064500971397,0.6359101567242563,144
1035,1035,29,3.0929970399039743,0.02964829386795659,75
1036,1036,37,1.2199670128292455,3.190367815839906,107
1037,1037,51,0.4008970067995108,0.25000191041131253,148
1038,1038,60,0.009095486832416358,0.0018967899849450845,90
1039,1039,36,1.1589324546029773,0.9464832410775771,138
1040,1040,34,0.9624716585391054,1.3127870409045985,99
1041,1041,55,0.5820282231519478,0.8191242098817053,78
1042,1042,21,2.350922007555438,0.21537815653810868,139
1043,1043,31,0.036485656412286835,0.7265730464388491,129
1044,1044,24,0.1510932854114265,1.7949081437896823,124
1045,1045,37,1.1620312411515594,1.1594632732830064,149
1046,1046,60,1.8283316079823846,0.17422463492037726,80
1047,1047,46,1.6043824267419977,1.1251604891613183,144
1048,1048,22,1.1211596402177413,0.5280285160599294,137
1049,1049,61,0.974581576741234,0.7165629986221684,129
1050,1050,21,0.20785340111041017,0.5096365559296568,111
1051,1051,33,0.7074916513424088,0.7846101587885274,148
1052,1052,24,1.2673670852837946,0.5980743096636916,98
1053,1053,36,0.4476906486671295,2.3550224447951407,116
1054,1054,49,0.5217502605791998,1.5600035074395786,95
1055,1055,47,2.2549908900930276,0.22552889442012503,139
1056,1056,64,0.44157042536691843,0.5103501126562721,118
1057,1057,57,0.2978215159656055,0.36879192362266466,137
1058,1058,42,0.29545545260924816,0.7803746267600662,117
1059,1059,61,0.07577550570395047,0.018006288413042186,112
1060,1060,62,0.6960651198738096,1.7331027862134003,78
1061,1061,41,1.5400409781108315,1.8461776916901151,100
1062,1062,35,3.9170535920731524,1.0925351878084988,123
1063,1063,22,0.291028906893337,0.21802956336010182,122
1064,1064,52,0.6366397726030161,0.22717521526918044,82
1065,1065,38,0.11222032300547465,0.7977771450429787,100
1066,1066,24,0.38642684202158956,1.8376934751083576,106
1067,1067,20,0.38224479845824455,2.014923688337441,135
1068,1068,20,0.45524480779912796,0.2305432647351654,100
1069,1069,48,0.4436629950857697,0.25380390257215396,114
1070,1070,45,1.1856856992449296,0.08307794492256186,133
1071,1071,34,3.86265382420139,0.9466872691763784,76
1072,1072,50,1.1111914348962102,0.10976965552100366,124
1073,1073,44,0.3273825572183692,0.05208839582669806,105
1074,1074,32,0.07624348322044883,0.11754215921618702,134
1075,1075,37,1.0917883349101525,1.8905106265004064,129
1076,1076,49,1.495957565184424,0.046229202652128695,93
1077,1077,55,0.5308842656496656,0.3289023293628002,84
1078,1078,39,2.2447424200096036,0.6818236660479223,124
1079,1079,25,0.5138506141382633,0.09741904733466943,115
1080,1080,24,0.13611197660436816,3.798578365695992,117
1081,1081,30,0.13667201323252365,3.2010722896258725,123
1082,1082,34,0.28802725622675474,0.48470802313960715,134
1083,1083,29,1.375073028995487,0.462856666821693,148
1084,1084,43,1.4286116146223975,2.7607414193768234,97
1085,1085,43,1.5372477969865312,0.4148604042602738,109
1086,1086,59,0.040893734850641954,0.8420024095681584,141
1087,1087,55,0.5307648094306958,0.9778752299285942,146
1088,1088,63,0.13040807969584864,1.1786822197830664,141
1089,1089,41,1.9568452874735018,1.495807630284704,139
1090,1090,26,1.0966507263068326,1.4038303439805726,129
1091,1091,32,0.09463418964868138,2.028721622340674,141
1092,1092,49,0.32872954293382917,4.360044157977208,112
1093,1093,21,0.07511401645930556,1.717589951001346,102
1094,1094,36,1.7778928507425245,1.0458488847830567,120
1095,1095,55,1.6601464748429766,0.004705215000762842,104
1096,1096,30,0.11757033682181892,0.25876784351953025,90
1097,1097,55,1.3589291322434025,1.1264263358159305,89
1098,1098,23,0.9656209574069752,0.25893989707393106,94
1099,1099,52,0.7308408826760605,0.8350929916006045,85
1100,1100,35,0.9532751677333012,0.052847403540456785,96
1101,1101,29,0.17410298467453644,1.9180868885012134,105
1102,1102,20,0.5534033229298967,0.9269848312608873,136
1103,1103,49,0.14573726262389616,0.32309206351534336,110
1104,1104,29,3.1867636618401187,0.6298974515653186,146
1105,1105,25,0.8943777595028672,0.6848994707085929,129
1106,1106,57,0.281717622493891,0.4765699516578859,105
1107,1107,55,0.6366675174753681,0.18039573962697456,141
1108,1108,40,0.407571550987852,1.3785337860466609,89
1109,1109,21,0.6734235694808185,4.736085901248857,134
1110,1110,44,0.28010837486946466,2.4608764383037838,96
1111,1111,48,0.6530279614883592,0.8305286088034801,126
1112,1112,55,0.13834622629443002,0.4508135704608575,146
1113,1113,52,0.847570614634467,1.3384960281710532,133
1114,1114,54,0.6362227722457152,0.06435950687032671,143
1115,1115,51,2.602668138450879,1.2271482102421756,89
1116,1116,56,0.3203426304815357,1.7082910513158724,99
1117,1117,35,1.7022987833045082,2.667390319917593,142
1118,1118,38,3.405749670281129,3.2175614186846633,108
1119,1119,52,2.952157015736252,0.19412230735325936,75
1120,1120,35,1.1065827701975506,0.45056796119457654,133
1121,1121,22,0.6521133760773841,0.02977703789875341,97
1122,1122,39,0.27808813055670417,1.0443232592344605,114
1123,1123,42,0.6868935789713158,1.0493613617395414,114
1124,1124,26,1.7486591234300775,1.4524425194485615,114
1125,1125,37,0.8929833220053979,0.07313683372356244,133
1126,1126,34,0.17532242090925723,1.1175581510849248,139
1127,1127,28,0.7669327532556333,0.18144682517329688,117
1128,1128,23,4.576986970898236,0.6406996721632275,78
1129,1129,55,0.6693773845574524,1.4139115824003843,120
1130,1130,21,0.6901921553775792,0.6371200982769739,77
1131,1131,30,1.787517030662987,0.08051319145570107,105
1132,1132,47,3.6424725566712985,1.4567908735183115,78
1133,1133,33,0.5238756727356224,0.8533446955270563,97
1134,1134,57,1.1220301532135455,0.7158827025030668,84
1135,1135,23,1.2305177151784956,1.6259514862629811,105
1136,1136,49,1.0630135134836596,0.6895818741643827,134
1137,1137,51,0.6614402955173988,1.0916892860963887,133
1138,1138,46,0.8933471096856562,0.8137059848357481,112
1139,1139,46,0.7764823052772504,0.13818172150590283,94
1140,1140,62,0.4067517609034671,1.5601807782725974,144
1141,1141,58,1.4038720294303133,0.784709574698777,76
1142,1142,38,0.23409142898238938,0.9117426086489515,89
1143,1143,57,0.48504751851884537,0.309882427510671,142
1144,1144,36,1.0795349143367108,3.446453965625272,128
1145,1145,35,1.8682081501153673,0.6801834396513416,95
1146,1146,45,2.1781215554331923,0.06861771864517828,76
1147,1147,51,0.9396851846510414,0.3260257697850896,81
1148,1148,60,0.43153936191490416,0.29385236435468587,131
1149,1149,32,0.5070670236717856,0.8404504424541135,123
1150,1150,20,0.22444560726763335,0.3690325131199528,111
1151,1151,47,0.644326568949514,1.3616992586382468,75
1152,1152,24,0.9195233988706448,1.2182764046183316,82
1153,1153,33,0.8881015787206884,0.30341687679467566,92
1154,1154,42,2.087864283019469,4.170044951060984,113
1155,1155,52,0.004660575013691554,0.37989448213502763,92
1156,1156,20,0.9422396743006181,1.203490457046397,136
1157,1157,47,0.7234790081578737,0.2264996663349486,142
1158,1158,55,0.8719386431023938,0.7299691885806143,106
1159,1159,44,5.383505900243554,0.9401176918437937,102
1160,1160,38,2.685545277815044,6.3545330303038785,132
1161,1161,46,0.4438611307190651,0.06010108611865053,88
1162,1162,58,0.43231588144547534,1.4901045983619483,124
1163,1163,60,0.39736820875703316,1.1611314821209993,79
1164,1164,56,0.5363939944952716,1.9328400957034146,113
1165,1165,49,0.5010691449996992,0.517364917285755,109
1166,1166,43,3.897886982245182,0.2716622685362501,133
1167,1167,64,0.8004098574160475,1.5992182007052984,145
1168,1168,26,0.3793781963884276,1.143611530432312,145
1169,1169,40,4.141711966639019,0.6213080216583727,76
1170,1170,29,1.7289916833453949,1.3118252151477576,90
1171,1171,31,0.1426752884920204,1.2217981674343903,92
1172,1172,37,0.8005802678995698,0.06179433388808056,94
1173,1173,55,0.3775789815704111,0.2278631272066376,81
1174,1174,53,0.09368360885487372,0.6036053450826411,123
1175,1175,44,0.5836645270396006,2.0262448062982386,108
1176,1176,52,0.07637491886951442,0.51499395778626,91
1177,1177,29,0.424789479726068,2.5694293047167793,106
1178,1178,33,0.047464233002223986,1.022892308352106,106
1179,1179,49,2.3947421362685697,1.783892907195545,112
1180,1180,32,0.47574128912249963,1.1598376414268634,105
1181,1181,43,2.922188236942469,0.3451152709895295,100
1182,1182,38,2.949613061311534,0.5293393258017745,149
1183,1183,43,1.0094216430847227,0.27756847840831667,121
1184,1184,34,0.014017152852086295,1.670006930842977,144
1185,1185,20,0.021099387194548395,0.1445686225741792,94
1186,1186,31,2.8400446391253147,0.276314848877446,130
1187,1187,21,0.0039766044032808175,1.1188297587569327,115
1188,1188,40,0.31944972931709803,0.38797320939270696,135
1189,1189,59,0.760655373405107,0.575939785676672,138
1190,1190,63,0.15884277250200524,3.075897400781032,122
1191,1191,35,1.3745958604008683,0.2706139098933527,142
1192,1192,25,1.617589122198084,0.31481946132584143,94
1193,1193,26,0.25680133874688194,1.0499008221761346,99
1194,1194,20,0.17874779455127227,1.6273593843682848,102
1195,1195,61,0.30657514760502413,0.012635889498395747,82
1196,1196,45,2.1906837798819465,0.30876406616251956,111
1197,1197,34,1.857975308950359,0.5066262611329921,94
1198,1198,30,1.7343496543779036,6.04511511182575,139
1199,1199,60,0.2080733980163132,0.08987959398571649,125
1200,1200,55,0.4604852030916911,0.38999482999859786,145
1201,1201,40,0.38848381403094595,1.0040061685423918,94
1202,1202,23,0.7175821289319942,1.6231855836552818,102
1203,1203,22,0.28885691228142535,1.4251930698371664,136
1204,1204,58,0.7062633147780328,0.4172988581374964,116
1205,1205,49,1.0673530899745465,1.6501081955116563,149
1206,1206,39,0.18655461190476036,0.32156724319418584,75
1207,1207,25,1.1636214063627468,0.7149224774029346,134
1208,1208,34,3.5580842710027056,0.1453956275431307,85
1209,1209,41,5.428590082244321,3.32186315756793,80
1210,1210,29,3.650647061072802,0.9834678982483609,112
1211,1211,20,1.270316528993263,1.392271976698054,119
1212,1212,56,0.16532871307705393,0.8208102659772151,148
1213,1213,37,0.1773421854632135,1.0165891010718342,89
1214,1214,21,0.7182559047731871,1.7603248137598673,129
1215,1215,32,0.23706180875503832,1.3839049314865304,114
1216,1216,48,0.049899629667258444,1.0444958055122242,111
1217,1217,43,0.3753525610499939,1.3012220547374052,119
1218,1218,64,1.141411618990908,2.2596017512201385,140
1219,1219,62,0.09972876139656732,0.038264127804017785,117
1220,1220,59,1.139442996203063,0.3216840346775218,122
1221,1221,46,0.837509387979224,1.0990990243764243,105
1222,1222,29,0.4900743033232488,0.2978994520455812,127
1223,1223,31,2.3420371027766773,0.29647796827298944,94
1224,1224,49,0.17330302346597473,0.10194578096100392,137
1225,1225,21,0.007684245142637098,0.6054175341068035,133
1226,1226,51,0.02758352667752747,0.2296327396095079,78
1227,1227,21,1.840231325227031,0.46084243869185576,103
1228,1228,20,1.065894428159716,0.6641863186716879,81
1229,1229,22,0.23399240854162529,2.5181447757663467,108
1230,1230,38,2.0205616848158536,0.5930843557839819,106
1231,1231,36,1.1549107093200837,1.8964392721314243,141
1232,1232,58,0.22107547474323375,0.4574583914696898,89
1233,1233,47,0.21045039059195636,0.6943989002674607,115
1234,1234,58,0.312953838135292,0.8713103521154705,100
1235,1235,26,7.0671169414435475,1.8068955492707595,107
1236,1236,24,0.14521839225637767,2.8267326921006353,115
1237,1237,56,2.4465419554401127,0.5343867907652727,105
1238,1238,27,1.0369479821651566,0.2938973632643011,90
1239,1239,42,0.14714109421585742,0.8691337300454249,127
1240,1240,53,0.6770752395526236,0.5842512592146958,101
1241,1241,38,1.6984810052054777,0.10278600239160825,113
1242,1242,50,0.2752673998257813,3.9518980225342557,109
1243,1243,53,0.7173231219099109,0.12715205997729967,143
1244,1244,27,0.8206084000272698,1.072768608519192,98
1245,1245,40,0.8547668541763263,0.3035675320225014,107
1246,1246,53,0.5947686256462783,3.758615692414245,131
1247,1247,34,2.4542182735652487,1.0424399380588532,126
1248,1248,28,1.186271105244186,0.7495403801379739,139
1249,1249,34,0.6992113298985112,0.42710998842687037,95
1250,1250,40,0.23613341573871446,0.7774714257329675,111
1251,1251,37,0.8086710860120532,0.056377742328818065,111
1252,1252,36,0.3474110404590225,0.0591777036558389,149
1253,1253,41,1.2476248963900713,0.4909508625160097,143
1254,1254,36,0.4829261578362593,0.8052386743891264,79
1255,1255,60,1.176387493967819,0.057309398700202394,105
1256,1256,30,2.0068804904762887,1.1992060232094406,117
1257,1257,41,3.005655433343997,0.8295115724540535,135
1258,1258,26,2.823085386838866,0.7432912058427629,113
1259,1259,54,0.4008225060604842,0.5552638145495015,126
1260,1260,25,0.19815122275016003,0.5754280966924187,96
1261,1261,24,1.1288155364197778,1.1517812812809247,140
1262,1262,33,0.09631545450958888,0.8526327980896236,75
1263,1263,31,1.1073435948263337,0.9831609565922051,118
1264,1264,30,1.558401531236655,0.31623021643567095,142
1265,1265,42,0.6716216434540262,2.89639672217572,138
1266,1266,28,0.21780814340987067,1.505356588751278,99
1267,1267,52,1.2037999770196768,0.12215692991080125,75
1268,1268,42,0.9082178643040832,0.22196797111677236,117
1269,1269,52,1.9168974935166292,1.1019353610965097,149
1270,1270,31,2.137565444266536,0.7319943510560747,96
1271,1271,35,1.6903691996893047,1.1460447783419119,122
1272,1272,27,3.1071217768833304,2.905745708559814,146
1273,1273,42,0.6198445600302852,0.3419977197529274,116
1274,1274,27,0.0825913618784417,0.37115588641729597,115
1275,1275,29,0.9582385928001618,0.2252266975696105,133
1276,1276,53,1.5956288359004536,1.4113979409711015,95
1277,1277,36,0.2690496464476801,0.6163079689657254,139
1278,1278,54,0.7199192394749889,0.002332944572369705,133
1279,1279,35,0.22773985312255868,1.646264119790625,121
1280,1280,30,1.6186457419413987,0.5411717835905963,111
1281,1281,57,0.002024832629259251,0.04167509689894441,123
1282,1282,56,0.22126270912892385,2.4832085216831055,96
1283,1283,40,1.4055755726030659,0.7750392007432301,148
1284,1284,54,0.23159775127845675,0.5743000299660471,92
1285,1285,60,0.3917646584080514,0.1803978517845016,90
1286,1286,23,1.5161532679499472,1.011416344415597,129
1287,1287,61,0.6742778338340807,1.7929644942993093,131
1288,1288,42,1.140465839782878,3.5770733404894126,83
1289,1289,30,0.07277101676247148,2.1483112233963424,136
1290,1290,59,3.6617775077886714,1.283220583597462,102
1291,1291,55,3.1796611401195505,0.03903801548208512,86
1292,1292,45,0.9706118031825319,0.21503713841445793,146
1293,1293,50,0.6625170390575307,0.3202477196954858,133
1294,1294,55,1.0556126480023735,0.4928352334669851,102
1295,1295,53,0.5717823019100676,0.440721318871017,97
1296,1296,54,0.43035560897312963,1.7987116626604223,89
1297,1297,33,2.4873090280603622,2.7747883370384203,133
1298,1298,23,1.0446535385576925,0.878946869052219,104
1299,1299,53,2.8960472301008244,0.5823496330868644,145
1300,1300,57,0.4341223919570244,0.1381457748248327,77
1301,1301,49,1.2335783840325283,0.7997248324162471,119
1302,1302,50,0.15819860542273603,0.44728506940782575,76
1303,1303,55,0.8984363234768036,0.7586456803411605,133
1304,1304,46,0.8842240174649062,1.7497780201726802,89
1305,1305,24,0.7780905332181501,0.10697218213196771,83
1306,1306,57,1.177838343923333,0.21807696355557396,76
1307,1307,31,2.0158525623538965,0.18838680311770029,136
1308,1308,57,2.8202152937439124,2.1433033649591087,130
1309,1309,46,0.0008408240672852091,2.374578686978679,95
1310,1310,55,0.8393403339647177,1.3486267217302466,79
1311,1311,44,0.14398002554980052,2.1440284068098108,131
1312,1312,31,0.5455178783005004,0.26648120339935794,95
1313,1313,32,0.16451168818061437,0.283250355004257,125
1314,1314,36,0.8346669478459601,2.6225327111705523,132
1315,1315,26,0.5757308510127311,1.068439068893443,110
1316,1316,36,0.027960003047968925,0.48163933314680374,147
1317,1317,63,0.5017653260429651,0.07583244549222497,95
1318,1318,31,0.34954880543822425,0.7582481680815493,107
1319,1319,45,0.16812125011423107,1.730192203329293,93
1320,1320,49,0.48757973321448217,0.054469031616776985,92
1321,1321,34,4.74869415139045,1.2468734048225205,101
1322,1322,25,0.5449645196664894,2.227297933145241,111
1323,1323,48,2.132436579495498,1.054614889469853,84
1324,1324,41,0.40502483145855983,3.3888599765898153,116
1325,1325,51,0.7394153018096483,0.11730157356015901,143
1326,1326,35,0.07421916041455197,1.0167505545883253,88
1327,1327,37,0.31266201296196433,0.10268057104697356,141
1328,1328,63,1.408615113662483,0.17996429734599134,108
1329,1329,51,2.261895462914871,0.7529111514252433,96
1330,1330,20,1.8199708075712777,0.10285822004967737,95
1331,1331,52,0.874270018593084,1.6202370575286784,119
1332,1332,64,0.1816894282847057,0.2338507489637118,129
1333,1333,60,0.8147243306651654,2.0037999967625777,87
1334,1334,53,0.3416102416839063,2.27826032466582,88
1335,1335,55,0.2090628579145956,2.7564005391586224,81
1336,1336,20,2.299591787614228,1.3415959678367235,97
1337,1337,56,0.45915613918485854,1.931913477702307,127
1338,1338,57,0.5305199724612423,4.956325280513068,147
1339,1339,28,1.3583754827578038,1.6415625510862881,139
1340,1340,22,0.11580026367506328,0.08820476624871154,84
1341,1341,33,2.2324058023305127,0.8095320909921753,112
1342,1342,52,2.1872862391414984,0.2390071503176482,106
1343,1343,64,1.597369985459888,2.2280379058128297,121
1344,1344,25,3.807561296032254,0.4983702247799378,133
1345,1345,34,0.2261929397159849,0.48772457051898743,124
1346,1346,40,2.510818513402302,0.4384413573863872,111
1347,1347,22,1.0391682026139175,0.013886975028031502,145
1348,1348,22,0.06865144779474697,0.8826224543047346,142
1349,1349,62,1.077828368536018,1.2949638875915843,119
1350,1350,24,0.06216505580424102,0.0942620399916554,91
1351,1351,42,1.4975320869803692,0.5805133351043608,110
1352,1352,34,0.7778832793769086,0.48663313654157425,85
1353,1353,47,0.20097569662825926,0.24496668312803532,88
1354,1354,44,1.090344440706977,0.998130063254823,113
1355,1355,30,0.30258424393168104,0.2308148892874124,107
1356,1356,24,1.5760047052963528,1.3206909516070275,121
1357,1357,59,0.15763353091343957,2.136538891478551,114
1358,1358,30,2.2427276481432634,1.3972106891855354,92
1359,1359,38,0.5912966212954401,1.8390670348985667,138
1360,1360,45,0.39622618493749157,0.3570100032413868,83
1361,1361,29,0.8178421299583042,0.010291815945262031,129
1362,1362,42,1.1144041089363914,0.7974609378449637,148
1363,1363,42,0.9715815695572659,1.535711500386041,123
1364,1364,24,1.7668000456241335,0.5731387394995213,75
1365,1365,42,1.7336916792818233,2.2617955538023287,143
1366,1366,35,1.6245034318969462,0.36383597919525346,79
1367,1367,28,1.3020528904548359,0.07384089842029386,140
1368,1368,61,1.5613844668580594,2.3255508163002303,107
1369,1369,22,0.3513964920302381,0.8601639420214595,94
1370,1370,58,1.5067912503948313,0.8734286821343591,83
1371,1371,52,0.1914398204700651,0.3541014850983465,108
1372,1372,33,1.8708795517369134,0.025332591049026378,131
1373,1373,32,0.40237230218343306,0.034839910776115555,144
1374,1374,39,1.1925525344146735,0.4805600610505301,149
1375,1375,62,1.4150908846373509,0.31724161951914814,94
1376,1376,64,3.3359867792861793,0.6816810123007512,107
1377,1377,50,0.14816124538290534,1.0518998818652356,80
1378,1378,49,0.08708097293428567,2.6459437660840415,139
1379,1379,49,0.00024382095395736152,0.20047699202746072,149
1380,1380,45,0.5467683653755108,2.5915815964226137,112
1381,1381,36,1.8578711141009006,1.2105109237721399,132
